,qid,title,category,sub_category,cve_id,cvss,publish_date
2304,750921,SUSE Enterprise Linux Security Update for java-11-openjdk (SUSE-SU-2021:2613-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-2341,CVE-2021-2369,CVE-2021-2388",7.5,8/11/2021
2305,750922,SUSE Enterprise Linux Security Update for nodejs8 (SUSE-SU-2021:2620-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-23362,CVE-2020-7774,CVE-2021-22884,CVE-2021-27290",7.5,8/11/2021
2306,750923,OpenSUSE Security Update for apache-commons-compress (openSUSE-SU-2021:2612-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-36090,CVE-2021-35517,CVE-2021-35516,CVE-2021-35515",7.5,8/11/2021
2307,750924,OpenSUSE Security Update for balsa (openSUSE-SU-2021:1094-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-13645,6.5,8/11/2021
2308,750925,OpenSUSE Security Update for spice-vdagent (openSUSE-SU-2021:2614-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-25652,CVE-2020-25651,CVE-2020-25653,CVE-2020-25650",6.4,8/11/2021
2309,750926,OpenSUSE Security Update for opera (openSUSE-SU-2021:1096-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-30564,CVE-2021-30561,CVE-2021-30560,CVE-2021-30541,CVE-2021-30562,CVE-2021-30563",8.8,8/11/2021
2310,750927,OpenSUSE Security Update for mariadb (openSUSE-SU-2021:2617-1),SUSE,"Unix Authenticated Discovery, Patch Available, Exploit Available","CVE-2021-2166,CVE-2021-2154,CVE-2021-2180,CVE-2021-27928",7.2,8/11/2021
2311,750928,OpenSUSE Security Update for nodejs8 (openSUSE-SU-2021:2618-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-7774,CVE-2021-23362,CVE-2021-27290",7.5,8/11/2021
2312,750929,OpenSUSE Security Update for djvulibre (openSUSE-SU-2021:2619-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-3630,5.5,8/11/2021
2313,750930,OpenSUSE Security Update for mysql-connector-java (openSUSE-SU-2021:2622-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-2875,CVE-2020-2933,CVE-2020-2934",5,8/11/2021
2314,750931,OpenSUSE Security Update for mariadb (openSUSE-SU-2021:2616-1),SUSE,"Unix Authenticated Discovery, Patch Available, Exploit Available","CVE-2021-2166,CVE-2021-2154,CVE-2021-27928",7.2,8/11/2021
2315,750932,OpenSUSE Security Update for opera (openSUSE-SU-2021:1095-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-30564,CVE-2021-30561,CVE-2021-30560,CVE-2021-30541,CVE-2021-30562,CVE-2021-30563",8.8,8/11/2021
2316,750933,SUSE Enterprise Linux Security Update for php74 (SUSE-SU-2021:2636-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-21704,CVE-2021-21705",4.2,8/11/2021
2317,750934,SUSE Enterprise Linux Security Update for mariadb (SUSE-SU-2021:2634-1),SUSE,"Unix Authenticated Discovery, Patch Available, Exploit Available","CVE-2021-2154,CVE-2021-2166,CVE-2021-2180,CVE-2021-27928",7.2,8/11/2021
2318,750935,SUSE Enterprise Linux Security Update for fastjar (SUSE-SU-2021:2635-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2010-2322,4.2,8/11/2021
2319,750936,SUSE Enterprise Linux Security Update for php72 (SUSE-SU-2021:2638-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-21704,4.2,8/11/2021
2320,750937,OpenSUSE Security Update for php7 (openSUSE-SU-2021:2637-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-21704,CVE-2021-21705",4.2,8/11/2021
2321,750938,OpenSUSE Security Update for apache-commons-compress (openSUSE-SU-2021:1115-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-35517,CVE-2021-36090,CVE-2021-35516,CVE-2021-35515",7.5,8/11/2021
2322,750939,OpenSUSE Security Update for nodejs8 (openSUSE-SU-2021:1113-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-23362,CVE-2020-7774,CVE-2021-27290",7.5,8/11/2021
2323,750940,OpenSUSE Security Update for virtualbox (openSUSE-SU-2021:1114-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-2443,CVE-2021-2409,CVE-2021-2442,CVE-2021-2454",8.2,8/11/2021
2324,750941,OpenSUSE Security Update for djvulibre (openSUSE-SU-2021:1112-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-3630,5.5,8/11/2021
2325,750942,OpenSUSE Security Update for linuxptp (openSUSE-SU-2021:1102-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-3570,8.8,8/11/2021
2326,750943,OpenSUSE Security Update for webkit2gtk3 (openSUSE-SU-2021:1101-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-30799,CVE-2021-30665,CVE-2021-21779,CVE-2021-30663,CVE-2021-30749,CVE-2021-30720,CVE-2021-30797,CVE-2021-30689,CVE-2021-30734,CVE-2021-30758,CVE-2021-30744,CVE-2021-21775,CVE-2021-30795",8.8,8/11/2021
2327,750944,OpenSUSE Security Update for fastjar (openSUSE-SU-2021:1107-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2010-2322,4.2,8/11/2021
2328,750945,OpenSUSE Security Update for python-reportlab (openSUSE-SU-2021:2641-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-28463,6.5,8/11/2021
2329,750946,SUSE Enterprise Linux Security Update for the Linux Kernel (SUSE-SU-2021:2647-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-0429,CVE-2021-37576,CVE-2021-3659,CVE-2021-22543,CVE-2020-36386",7.8,8/11/2021
2330,710059,Gentoo Linux Mechanize Command injection (GLSA 202107-17),GentooOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-21289,8.3,8/11/2021
2331,710060,Gentoo Linux Privoxy Multiple vulnerabilities (GLSA 202107-16),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2021-20272,CVE-2020-35502,CVE-2021-20210,CVE-2021-20211,CVE-2021-20274,CVE-2021-20213,CVE-2021-20214,CVE-2021-20217,CVE-2021-20275,CVE-2021-20276,CVE-2021-20273,CVE-2021-20215,CVE-2021-20212,CVE-2021-20216,CVE-2021-20209",7.5,8/11/2021
2332,710061,Gentoo Linux blktrace Buffer overflow (GLSA 202107-15),GentooOS,"Unix Authenticated Discovery, Patch Available",CVE-2018-10689,5.5,8/11/2021
2333,710062,Gentoo Linux rclone Weak random number generation (GLSA 202107-14),GentooOS,"Unix Authenticated Discovery, Patch Available",CVE-2020-28924,7.5,8/11/2021
2334,710063,Gentoo Linux GLib Multiple vulnerabilities (GLSA 202107-13),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2021-28153,CVE-2021-27218,CVE-2021-27219",7.5,8/11/2021
2335,710065,Gentoo Linux OpenDoas Insufficient environment filtering (GLSA 202107-11),GentooOS,"Unix Authenticated Discovery, Patch Available",CVE-2019-25016,8.8,8/11/2021
2336,710066,Gentoo Linux TCG TPM2 Software Stack Information disclosure (GLSA 202107-10),GentooOS,"Unix Authenticated Discovery, Patch Available",CVE-2020-24455,6.7,8/11/2021
2337,710068,Gentoo Linux PostSRSd Denial of service (GLSA 202107-08),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2020-35573,CVE-2021-35525",7.5,8/11/2021
2338,710069,Gentoo Linux glibc Multiple vulnerabilities (GLSA 202107-07),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2021-3326,CVE-2020-27618,CVE-2021-27645,CVE-2019-25013,CVE-2021-33574",9.8,8/11/2021
2339,710070,"Gentoo Linux Chromium, Google Chrome Multiple vulnerabilities (GLSA 202107-06)",GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2021-30515,CVE-2021-30532,CVE-2021-30525,CVE-2021-30534,CVE-2021-30536,CVE-2021-30540,CVE-2021-30548,CVE-2021-30554,CVE-2021-30526,CVE-2021-30550,CVE-2021-30518,CVE-2021-30557,CVE-2021-30527,CVE-2021-30553,CVE-2021-30519,CVE-2021-30546,CVE-2021-30522,CVE-2021-30530,CVE-2021-30508,CVE-2021-30507,CVE-2021-30551,CVE-2021-30520,CVE-2021-30538,CVE-2021-30511,CVE-2021-30517,CVE-2021-30539,CVE-2021-30531,CVE-2021-30545,CVE-2021-30549,CVE-2021-30523,CVE-2021-30556,CVE-2021-30533,CVE-2021-30506,CVE-2021-30521,CVE-2021-30512,CVE-2021-30509,CVE-2021-30544,CVE-2021-30524,CVE-2021-30528,CVE-2021-30516,CVE-2021-30510,CVE-2021-30514,CVE-2021-30552,CVE-2021-30537,CVE-2021-30555,CVE-2021-30513",8.8,8/11/2021
2340,710071,Gentoo Linux libxml2 Multiple vulnerabilities (GLSA 202107-05),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2021-3516,CVE-2021-3517,CVE-2020-24977,CVE-2021-3518,CVE-2021-3537,CVE-2021-3541",8.8,8/11/2021
2341,710072,Gentoo Linux Graphviz Multiple vulnerabilities (GLSA 202107-04),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2020-18032,CVE-2019-9904",7.8,8/11/2021
2342,710073,Gentoo Linux FreeImage Multiple vulnerabilities (GLSA 202107-02),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2019-12211,CVE-2019-12213",7.5,8/11/2021
2343,710074,Gentoo Linux corosync Denial of service (GLSA 202107-01),GentooOS,"Unix Authenticated Discovery, Patch Available",CVE-2018-1084,9.8,8/11/2021
2344,710075,Gentoo Linux Ceph Multiple vulnerabilities (GLSA 202105-39),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2020-25660,CVE-2020-10753,CVE-2021-20288,CVE-2020-25678,CVE-2020-1760,CVE-2020-1759,CVE-2020-27781",8.8,8/11/2021
2345,710076,Gentoo Linux nginx Remote code execution (GLSA 202105-38),GentooOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-23017,9.8,8/11/2021
2346,710077,Gentoo Linux Nextcloud Desktop Client User-assisted execution of arbitrary code (GLSA 202105-37),GentooOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-22879,8.8,8/11/2021
2347,710078,Gentoo Linux cURL Multiple vulnerabilities (GLSA 202105-36),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2021-22901,CVE-2021-22876,CVE-2021-22898,CVE-2021-22890",8.1,8/11/2021
2348,710079,Gentoo Linux OpenSSH Multiple vulnerabilities (GLSA 202105-35),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2021-28041,CVE-2020-14145",7.1,8/11/2021
2349,710080,Gentoo Linux Bash Privilege escalation (GLSA 202105-34),GentooOS,"Unix Authenticated Discovery, Patch Available",CVE-2019-18276,7.8,8/11/2021
2350,710081,Gentoo Linux containerd Multiple vulnerabilities (GLSA 202105-33),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2020-15257,CVE-2021-21334",6.3,8/11/2021
2351,710082,Gentoo Linux PostgreSQL Multiple vulnerabilities (GLSA 202105-32),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2021-3393,CVE-2021-20229",4.3,8/11/2021
2352,710083,Gentoo Linux Nettle Denial of service (GLSA 202105-31),GentooOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-20305,8.1,8/11/2021
2353,710084,Gentoo Linux MuPDF Multiple vulnerabilities (GLSA 202105-30),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2021-3407,CVE-2020-26519",5.5,8/11/2021
2354,710085,Gentoo Linux Tar Denial of service (GLSA 202105-29),GentooOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-20193,5.5,8/11/2021
2355,730149,Atlassian Jira Data Center And Jira Service Management Missing Authorization Vulnerability (JRASERVER-72666),CGI,"Remote Discovery, Patch Available",CVE-2020-36239,9.8,8/11/2021
2356,43840,Juniper Junos OS Denial of Service Vulnerability (JSA11193),Hardware,"Unix Authenticated Discovery, Patch Available",CVE-2021-0291,6.5,8/11/2021
2358,198450,Ubuntu Security Notification for Perl DBI module vulnerabilities (USN-5030-1),Ubuntu,"Unix Authenticated Discovery, Patch Available","CVE-2014-10402,CVE-2020-14393",7.1,8/11/2021
2359,198451,Ubuntu Security Notification for openCryptoki vulnerability (USN-5031-1),Ubuntu,"Unix Authenticated Discovery, Patch Available",,4.2,8/11/2021
2360,198452,Ubuntu Security Notification for Docker vulnerabilities (USN-5032-1),Ubuntu,"Unix Authenticated Discovery, Patch Available",,4.2,8/11/2021
2361,198453,Ubuntu Security Notification for Docker vulnerabilities (USN-5032-2),Ubuntu,"Unix Authenticated Discovery, Patch Available",,4.2,8/11/2021
2362,198454,Ubuntu Security Notification for Perl vulnerability (USN-5033-1),Ubuntu,"Unix Authenticated Discovery, Patch Available",CVE-2021-36770,7.8,8/11/2021
2363,352501,Amazon Linux Security Advisory for xstream: ALAS2-2021-1698,Amazon Linux,"Unix Authenticated Discovery, Patch Available",CVE-2021-29505,8.8,8/11/2021
2364,352502,Amazon Linux Security Advisory for linuxptp: ALAS2-2021-1697,Amazon Linux,"Unix Authenticated Discovery, Patch Available",CVE-2021-3570,8.8,8/11/2021
2365,352503,Amazon Linux Security Advisory for kernel: ALAS2-2021-1696,Amazon Linux,"Unix Authenticated Discovery, Patch Available","CVE-2021-3655,CVE-2021-34556,CVE-2021-35477",5.5,8/11/2021
2366,352504,Amazon Linux Security Advisory for java-1.8.0-openjdk: ALAS2-2021-1695,Amazon Linux,"Unix Authenticated Discovery, Patch Available","CVE-2021-2369,CVE-2021-2388,CVE-2021-2341",7.5,8/11/2021
2367,352506,Amazon Linux Security Advisory for curl: ALAS2-2021-1693,Amazon Linux,"Unix Authenticated Discovery, Patch Available","CVE-2020-8231,CVE-2020-8286,CVE-2020-8284,CVE-2020-8285",7.5,8/11/2021
2368,352538,Amazon Linux Security Advisory for golang: AL2012-2021-342,Amazon Linux,"Unix Authenticated Discovery, Patch Available",CVE-2021-31525,5.9,8/11/2021
2369,375632,Lenovo BIOS Escalation of Privilege Vulnerability (LEN-50824),Local,"Windows Authenticated Discovery, Patch Available","CVE-2020-8738,CVE-2020-8739,CVE-2020-8740,CVE-2020-8764",7.8,8/11/2021
2370,375681,"F5 BIG-IP LTM,ASM BIG-IP CURL Vulnerability (K41523201)",Local,"Unix Authenticated Discovery, Patch Available",CVE-2019-5482,9.8,8/11/2021
2371,375724,Lenovo Rowhammer DDR4 Vulnerability (LEN-31370),Local,"Windows Authenticated Discovery, Patch Available",CVE-2020-10255,9,8/11/2021
2372,375781,"F5 BIG-IP ASM,LTM,APM BIG-IP Glibc Vulnerability (K27238230)",Local,Unix Authenticated Discovery,CVE-2020-29573,7.5,8/11/2021
2374,91804,Microsoft Windows Defender Elevation of Privilege Vulnerability August 2021,Windows,"Windows Authenticated Discovery, Patch Available",CVE-2021-34471,7.8,8/11/2021
2375,91806,Microsoft Azure Active Directory Connect Authentication Bypass Vulnerability August 2021,Windows,"Windows Authenticated Discovery, Patch Available",CVE-2021-36949,7.1,8/11/2021
2376,110388,Microsoft SharePoint Enterprise Server Multiple Vulnerabilities August 2021,Office Application,"Windows Authenticated Discovery, Patch Available",CVE-2021-36940,4.3,8/11/2021
2377,730110,Adobe Connect Privilege Escalation Vulnerability (APSB21-36),CGI,"Remote Discovery, Patch Available",CVE-2021-28579,4.3,8/11/2021
2378,730152,Adobe Connect Multiple Vulnerabilities (APSB21-66),CGI,"Remote Discovery, Patch Available","CVE-2021-36061,CVE-2021-36062,CVE-2021-36063",6.1,8/11/2021
2379,590386,Siemens SIMATIC S7-300 CPUs and SINUMERIK Controller: Denial-of-Service Vulnerability(ICSA-20-315-04),ICS,"Remote Discovery, Patch Available",CVE-2020-15783,7.5,7/13/2021
2380,590483,"Schneider Electric Modicon M221 Multiple Vulnerabilities (ICSA-18-240-02,ICSA-18-240-01)",ICS,"Remote Discovery, Patch Available","CVE-2018-7789,CVE-2018-7790,CVE-2018-7791,CVE-2018-7792",9.8,8/10/2021
2381,590486,Schneider Electric Modicon M221 PLCs Multiple Vulnerabilities(ICSA-17-103-02A),ICS,"Remote Discovery, Patch Available","CVE-2017-7575,CVE-2017-7574",9.8,8/10/2021
2382,590470,Schneider Electric Easergy T300 Multiple Vulnerabilities(ICSA-20-343-03),ICS,"Remote Discovery, Patch Available","CVE-2020-28218,CVE-2020-28217,CVE-2020-28216,CVE-2020-7561,CVE-2020-28215",9.8,8/10/2021
2383,590472,Schneider Electric Modicon Controllers (Update A) DoS Vulnerability(ICSA-20-016-01),ICS,"Remote Discovery, Patch Available",CVE-2019-6857,7.5,8/10/2021
2384,590473,Schneider Electric Modicon Controllers (Update A) Multiple Vulnerabilities(ICSA-20-016-01),ICS,"Remote Discovery, Patch Available","CVE-2018-7794,CVE-2019-6856",7.5,8/10/2021
2385,590476,Schneider Electric Modicon Controllers Multiple Vulnerabilities(ICSA-21-194-02),ICS,"Remote Discovery, Patch Available","CVE-2021-22781,CVE-2020-12525,CVE-2021-22782,CVE-2021-22778,CVE-2021-22779,CVE-2021-22780",9.1,8/10/2021
2386,590477,Schneider Electric Modicon Controllers DoS Vulnerability(ICSA-19-183-01),ICS,"Remote Discovery, Patch Available",CVE-2019-6819,7.5,8/10/2021
2387,590480,Schneider Electric Modicon M221 Insufficient Verification of Data Authenticity Vulnerability(ICSA-18-324-02),ICS,"Remote Discovery, Patch Available",CVE-2018-7798,8.2,8/10/2021
2388,590481,Schneider Electric Modicon M340 PLC (Update A) buffer overflow Vulnerability(ICSA-17-054-03),ICS,"Remote Discovery, Patch Available",CVE-2017-6017,7.5,8/10/2021
2389,590482,Schneider Electric PowerLogic PM5560 Cross Protocol Injection Vulnerability(ICSA-18-240-03),ICS,"Remote Discovery, Patch Available",CVE-2018-7795,6.1,8/10/2021
2390,730114,Akkadian Provisioning Manager Multiple Vulnerabilities,CGI,"Remote Discovery, Exploit Available","CVE-2021-31579,CVE-2021-31580,CVE-2021-31581,CVE-2021-31582",9.8,6/15/2021
2391,20229,Oracle Database 12.1.0.2 Critical Patch Update - July 2021,Database,"Oracle Authenticated Discovery, Patch Available","CVE-2021-2351,CVE-2021-2328,CVE-2021-2329,CVE-2021-2337,CVE-2020-27193,CVE-2020-26870,CVE-2021-2460,CVE-2021-2333,CVE-2021-2438,CVE-2021-2334,CVE-2021-2335,CVE-2021-2336",8.3,7/21/2021
2392,150354,Apache Struts 2 Double OGNL Evaluation Vulnerability (CVE-2020-17530),Web Application,"Remote Discovery, Patch Available",CVE-2020-17530,9.8,8/9/2021
2393,150366,Apache Tomcat Authentication Vulnerability (CVE-2021-30640),Web Application,"Remote Discovery, Patch Available",CVE-2021-30640,6.5,8/9/2021
2394,178726,Debian Security Update for drupal7 (DLA 2721-1),Debian,"Unix Authenticated Discovery, Patch Available",CVE-2021-32610,7.1,7/29/2021
2395,281752,Fedora Security Update for php (FEDORA-2021-6cf271948a),Fedora,"Unix Authenticated Discovery, Patch Available",CVE-2021-32610,7.1,8/4/2021
2396,281753,Fedora Security Update for php (FEDORA-2021-c9c1f6e5c7),Fedora,"Unix Authenticated Discovery, Patch Available",CVE-2021-32610,7.1,8/4/2021
2397,198447,Ubuntu Security Notification for PEAR vulnerability (USN-5027-1),Ubuntu,"Unix Authenticated Discovery, Patch Available",CVE-2021-32610,7.1,8/3/2021
2398,730132,Cisco Adaptive Security Device Manager Remote Code Execution Vulnerability(cisco-sa-asdm-rce-gqjShXW),CGI,"Remote Discovery, Patch Available",CVE-2021-1585,8.1,7/15/2021
2399,900057,CBL-Mariner Linux Security Update for rubygem-addressable 2.7.0,CBL-Mariner,"Unix Authenticated Discovery, Patch Available",CVE-2021-32740,7.5,8/6/2021
2400,900059,CBL-Mariner Linux Security Update for python-twisted 19.2.1,CBL-Mariner,"Unix Authenticated Discovery, Patch Available","CVE-2020-10109,CVE-2020-10108,CVE-2019-12855",9.8,8/6/2021
2401,900060,CBL-Mariner Linux Security Update for glibc 2.28,CBL-Mariner,"Unix Authenticated Discovery, Patch Available",CVE-2021-35942,9.1,8/6/2021
2402,900061,CBL-Mariner Linux Security Update for qemu-kvm 4.2.0,CBL-Mariner,"Unix Authenticated Discovery, Patch Available",CVE-2021-3546,8.2,8/6/2021
2403,900062,CBL-Mariner Linux Security Update for rust 1.47.0,CBL-Mariner,"Unix Authenticated Discovery, Patch Available","CVE-2021-28876,CVE-2021-28875,CVE-2020-36317,CVE-2021-28878,CVE-2020-36323,CVE-2021-28877",8.2,8/6/2021
2404,900064,CBL-Mariner Linux Security Update for nodejs 8.11.4,CBL-Mariner,"Unix Authenticated Discovery, Patch Available","CVE-2018-12122,CVE-2018-7167,CVE-2018-7161,CVE-2018-1000168,CVE-2018-0734,CVE-2018-7162,CVE-2018-7164,CVE-2019-5737,CVE-2018-12116,CVE-2020-8174,CVE-2018-12121,CVE-2018-12123",8.1,8/6/2021
2405,900065,CBL-Mariner Linux Security Update for bind 9.16.3,CBL-Mariner,"Unix Authenticated Discovery, Patch Available",CVE-2020-8625,8.1,8/6/2021
2406,900066,CBL-Mariner Linux Security Update for nettle 3.4.1,CBL-Mariner,"Unix Authenticated Discovery, Patch Available",CVE-2021-20305,8.1,8/6/2021
2407,900067,CBL-Mariner Linux Security Update for curl 7.76.0,CBL-Mariner,"Unix Authenticated Discovery, Patch Available","CVE-2021-22901,CVE-2021-22898",8.1,8/6/2021
2408,900068,CBL-Mariner Linux Security Update for dnsmasq 2.79,CBL-Mariner,"Unix Authenticated Discovery, Patch Available","CVE-2020-25682,CVE-2020-25685,CVE-2020-25683,CVE-2020-25686,CVE-2020-25684,CVE-2020-25687,CVE-2020-25681",8.1,8/6/2021
2409,900069,CBL-Mariner Linux Security Update for ruby 2.6.3,CBL-Mariner,"Unix Authenticated Discovery, Patch Available","CVE-2019-15845,CVE-2020-10933,CVE-2020-5247,CVE-2019-16254,CVE-2019-16201,CVE-2019-16255",8.1,8/6/2021
2410,900070,CBL-Mariner Linux Security Update for libssh2 1.9.0,CBL-Mariner,"Unix Authenticated Discovery, Patch Available",CVE-2019-17498,8.1,8/6/2021
